image_id,target_ar,selected_k,top1_final,mean_final
sstk_image_1149449876,16:9,5,1.084178,0.22166560000000005
sstk_image_1149449876,1:1,5,1.08631,0.6599542
sstk_image_1149449876,3:4,5,1.045461,-1.1156882
sstk_image_1149449876,4:3,5,1.117531,1.0382824
sstk_image_1149449876,9:16,5,0.985576,-3.3224922
sstk_image_1186912330,16:9,5,1.07817,1.0504926
sstk_image_1186912330,1:1,5,1.089743,1.0500354
sstk_image_1186912330,3:4,5,1.044676,1.019107
sstk_image_1186912330,4:3,5,1.107542,1.0497742
sstk_image_1186912330,9:16,5,1.01785,0.9802778
sstk_image_1190773105,16:9,5,-1.282894,-4.023538
sstk_image_1190773105,1:1,5,-8.322926,-11.2254374
sstk_image_1190773105,3:4,5,-13.619287,-18.4205464
sstk_image_1190773105,4:3,5,-4.324371,-10.4967476
sstk_image_1190773105,9:16,5,-20.609315,-24.3938734
sstk_image_1207992187,16:9,5,-2.495351,-3.4304224
sstk_image_1207992187,1:1,5,-5.186628,-6.0296666000000005
sstk_image_1207992187,3:4,5,-9.465719,-12.1991974
sstk_image_1207992187,4:3,5,-1.926383,-2.515804
sstk_image_1207992187,9:16,5,-15.151754,-19.3985336
sstk_image_1212031423,16:9,5,-0.60888,-1.2091658
sstk_image_1212031423,1:1,5,0.974261,-0.3435996
sstk_image_1212031423,3:4,5,0.977726,-1.0293022
sstk_image_1212031423,4:3,5,-0.503252,-0.7873122
sstk_image_1212031423,9:16,5,0.935726,-1.3056604
sstk_image_1213465633,16:9,5,1.126431,1.0827882
sstk_image_1213465633,1:1,5,1.119247,1.0876298
sstk_image_1213465633,3:4,5,1.084294,1.0553134
sstk_image_1213465633,4:3,5,1.152113,1.113012
sstk_image_1213465633,9:16,5,1.033487,1.0310384
sstk_image_1213989649,16:9,5,-9.468974,-11.3160804
sstk_image_1213989649,1:1,5,-0.803101,-2.2158992
sstk_image_1213989649,3:4,5,-0.768908,-0.9615916
sstk_image_1213989649,4:3,5,-3.119968,-5.6370824
sstk_image_1213989649,9:16,5,-0.912365,-3.4372632000000003
sstk_image_1223914993,16:9,5,-0.894523,-2.4307576
sstk_image_1223914993,1:1,5,-1.089377,-3.9615188000000003
sstk_image_1223914993,3:4,5,-4.10471,-7.6784952
sstk_image_1223914993,4:3,5,-0.857674,-2.7531855999999997
sstk_image_1223914993,9:16,5,-8.048195,-12.731807
sstk_image_1226801590,16:9,5,-2.18712,-2.57663
sstk_image_1226801590,1:1,5,-0.842448,-1.4169266
sstk_image_1226801590,3:4,5,-1.578169,-5.1565812
sstk_image_1226801590,4:3,5,-0.802223,-0.8170278
sstk_image_1226801590,9:16,5,-4.735764,-9.8099414
sstk_image_1227512164,16:9,5,-2.475778,-9.224173400000002
sstk_image_1227512164,1:1,5,-5.148283,-9.530014399999999
sstk_image_1227512164,3:4,5,-9.435848,-13.7166312
sstk_image_1227512164,4:3,5,-1.893746,-7.659248600000001
sstk_image_1227512164,9:16,5,-15.073007,-19.361338
sstk_image_1233440836,16:9,5,-6.950708,-7.531898799999999
sstk_image_1233440836,1:1,3,-1.09552,-1.1016396666666666
sstk_image_1233440836,3:4,2,-1.013241,-1.0163425
sstk_image_1233440836,4:3,2,-1.12781,-1.130002
sstk_image_1233440836,9:16,5,-4.981047,-7.3756602
sstk_image_1235169733,16:9,2,-1.524868,-1.561192
sstk_image_1235169733,1:1,5,-1.479203,-1.984246
sstk_image_1235169733,3:4,5,-9.077582,-11.9770352
sstk_image_1235169733,4:3,5,-1.110084,-1.1198994
sstk_image_1235169733,9:16,5,-13.952263,-17.9042376
sstk_image_1235373856,16:9,5,-1.2939,-1.4535908
sstk_image_1235373856,1:1,2,-1.082891,-1.3549285
sstk_image_1235373856,3:4,1,-1.097173,-1.097173
sstk_image_1235373856,4:3,2,-1.267363,-1.53929
sstk_image_1235373856,9:16,1,-0.922987,-0.922987
sstk_image_1237001830,16:9,5,-2.364799,-8.3569568
sstk_image_1237001830,1:1,5,-5.295837,-8.1558332
sstk_image_1237001830,3:4,5,-9.581681,-13.809243599999999
sstk_image_1237001830,4:3,5,-2.014701,-7.697081
sstk_image_1237001830,9:16,5,-15.293166,-19.5397426
sstk_image_124011502,16:9,5,-2.48692,-5.6816412
sstk_image_124011502,1:1,5,-2.15453,-4.745006999999999
sstk_image_124011502,3:4,5,-5.502239,-12.0272136
sstk_image_124011502,4:3,5,-0.82916,-1.510875
sstk_image_124011502,9:16,5,-9.905514,-13.8560848
sstk_image_124762357,16:9,5,-26.410696,-32.00950640000001
sstk_image_124762357,1:1,5,-6.023373,-8.493767
sstk_image_124762357,3:4,5,-0.823872,-1.4044554
sstk_image_124762357,4:3,5,-14.536506,-23.1010392
sstk_image_124762357,9:16,5,-0.825284,-0.8881534
sstk_image_124956428,16:9,5,1.019713,0.944374
sstk_image_124956428,1:1,5,1.06936,0.40530600000000006
sstk_image_124956428,3:4,5,1.020712,-0.3054626000000001
sstk_image_124956428,4:3,5,1.057439,0.9752454
sstk_image_124956428,9:16,5,0.967251,-1.8578906
sstk_image_1250610766,16:9,5,-19.01077,-29.393787800000002
sstk_image_1250610766,1:1,1,-6.929065,-6.929065
sstk_image_1250610766,3:4,3,-1.154153,-1.7885376666666666
sstk_image_1250610766,4:3,5,-14.224565,-19.650295399999997
sstk_image_1250610766,9:16,5,-9.444266,-11.052354
sstk_image_1260114514,16:9,5,1.143942,0.7544916
sstk_image_1260114514,1:1,5,1.095122,1.0555302000000002
sstk_image_1260114514,3:4,5,1.048592,0.6835088
sstk_image_1260114514,4:3,5,1.110971,0.13321379999999997
sstk_image_1260114514,9:16,5,1.008008,0.4712754
sstk_image_1271000569,16:9,5,-2.435401,-8.3967612
sstk_image_1271000569,1:1,5,-5.149009,-9.482248799999999
sstk_image_1271000569,3:4,5,-9.406415,-13.139685
sstk_image_1271000569,4:3,5,-1.893041,-8.4119438
sstk_image_1271000569,9:16,5,-15.039635,-20.576091400000003
sstk_image_1274557336,16:9,5,-13.539033,-17.1016072
sstk_image_1274557336,1:1,5,-4.303353,-5.993944600000001
sstk_image_1274557336,3:4,5,-1.255748,-1.8779964
sstk_image_1274557336,4:3,5,-8.294887,-9.0590726
sstk_image_1274557336,9:16,5,-2.520493,-4.2449753999999995
sstk_image_1277825092,16:9,5,1.065009,0.7108589999999999
sstk_image_1277825092,1:1,5,-1.792079,-4.335467599999999
sstk_image_1277825092,3:4,5,-5.003924,-8.068077200000001
sstk_image_1277825092,4:3,5,1.069196,-1.1202424
sstk_image_1277825092,9:16,5,-9.264819,-12.562288200000001
sstk_image_127954160,16:9,5,-7.34512,-11.2723366
sstk_image_127954160,1:1,5,-0.957863,-5.7726337999999995
sstk_image_127954160,3:4,5,-0.919157,-1.469931
sstk_image_127954160,4:3,5,-3.608461,-6.416363
sstk_image_127954160,9:16,5,-2.515208,-4.0449342
sstk_image_128194724,16:9,5,-0.833891,-3.7115471999999996
sstk_image_128194724,1:1,5,-5.2708,-9.536289400000001
sstk_image_128194724,3:4,5,-9.567196,-13.812797999999997
sstk_image_128194724,4:3,5,-1.991082,-6.189483600000001
sstk_image_128194724,9:16,5,-15.245896,-19.492597
sstk_image_1288898353,16:9,5,-1.38218,-1.4964
sstk_image_1288898353,1:1,5,-2.899025,-4.960951199999999
sstk_image_1288898353,3:4,5,-10.862887,-14.7382712
sstk_image_1288898353,4:3,5,1.102101,-0.8742000000000001
sstk_image_1288898353,9:16,5,-15.446677,-19.6277262
sstk_image_1291273093,16:9,5,-1.061644,-2.0423842
sstk_image_1291273093,1:1,5,-0.894566,-1.0361318000000002
sstk_image_1291273093,3:4,5,-0.916211,-1.8642122
sstk_image_1291273093,4:3,5,-0.886432,-1.315578
sstk_image_1291273093,9:16,5,-0.965313,-2.3920528
sstk_image_1300199380,16:9,5,0.917885,0.8735586
sstk_image_1300199380,1:1,5,1.049867,1.0068962000000001
sstk_image_1300199380,3:4,5,1.060673,0.9961131999999999
sstk_image_1300199380,4:3,5,0.995337,0.9394292
sstk_image_1300199380,9:16,5,1.042341,0.9686458
sstk_image_1301949337,16:9,5,-3.784584,-5.0445564
sstk_image_1301949337,1:1,5,-1.444019,-3.23566
sstk_image_1301949337,3:4,5,-4.547895,-7.015966399999999
sstk_image_1301949337,4:3,5,-1.152603,-2.7440431999999997
sstk_image_1301949337,9:16,5,-8.611788,-12.592067400000001
sstk_image_1311881915,16:9,5,-8.23169,-12.6373856
sstk_image_1311881915,1:1,1,-5.067501,-5.067501
sstk_image_1311881915,3:4,5,-12.53006,-18.1841118
sstk_image_1311881915,4:3,5,-0.806181,-1.6847804
sstk_image_1311881915,9:16,5,-18.31809,-22.4081644
sstk_image_1317497132,16:9,5,-13.043587,-16.9094342
sstk_image_1317497132,1:1,5,-0.750729,-1.4043488
sstk_image_1317497132,3:4,5,-0.846975,-1.3052924000000001
sstk_image_1317497132,4:3,5,-4.918741,-8.469562999999999
sstk_image_1317497132,9:16,5,-7.799382,-11.6728838
sstk_image_1320849455,16:9,5,-9.02728,-14.233699000000001
sstk_image_1320849455,1:1,5,-12.156572,-15.0031778
sstk_image_1320849455,3:4,5,-16.817924,-19.6677662
sstk_image_1320849455,4:3,5,-8.705569,-12.6170802
sstk_image_1320849455,9:16,5,-22.471088,-27.091580799999996
sstk_image_1322374571,16:9,5,-18.076983,-23.833724999999998
sstk_image_1322374571,1:1,5,-1.211866,-2.437895
sstk_image_1322374571,3:4,5,1.112191,-1.5704164
sstk_image_1322374571,4:3,5,-9.226385,-16.120534
sstk_image_1322374571,9:16,5,1.097311,-0.9260692
sstk_image_1322523074,16:9,5,-0.903207,-2.7123668000000003
sstk_image_1322523074,1:1,5,-0.875325,-3.6384366
sstk_image_1322523074,3:4,5,-1.846679,-5.521887
sstk_image_1322523074,4:3,5,-0.835144,-3.1202738
sstk_image_1322523074,9:16,5,-10.943505,-11.5551652
sstk_image_132612176,16:9,5,-8.866143,-15.5787654
sstk_image_132612176,1:1,5,-11.945468,-13.7671946
sstk_image_132612176,3:4,5,-17.202148,-20.0768796
sstk_image_132612176,4:3,5,-7.031675,-10.5787224
sstk_image_132612176,9:16,5,-23.482757,-27.66228
sstk_image_1330253276,16:9,5,1.046583,0.14620140000000004
sstk_image_1330253276,1:1,5,1.036491,-0.982827
sstk_image_1330253276,3:4,5,-1.015079,-4.0769604
sstk_image_1330253276,4:3,5,1.060042,1.045658
sstk_image_1330253276,9:16,5,-3.981613,-8.504126
sstk_image_133067306,16:9,5,-4.040801,-8.3937228
sstk_image_133067306,1:1,5,-0.802608,-1.3682702
sstk_image_133067306,3:4,5,-0.781355,-0.8919288
sstk_image_133067306,4:3,5,-1.026568,-5.1561604
sstk_image_133067306,9:16,5,-0.814679,-3.3922382
sstk_image_1335402569,16:9,5,1.060191,1.0262856
sstk_image_1335402569,1:1,5,1.053206,1.0295788
sstk_image_1335402569,3:4,5,1.019295,0.9793308
sstk_image_1335402569,4:3,5,1.074197,1.0401756
sstk_image_1335402569,9:16,5,1.00151,-1.089415
sstk_image_133660457,16:9,5,-2.408469,-8.7042522
sstk_image_133660457,1:1,5,-5.131993,-9.0791298
sstk_image_133660457,3:4,5,-9.404371,-11.8739946
sstk_image_133660457,4:3,5,-1.876798,-7.926199800000001
sstk_image_133660457,9:16,5,-15.048709,-19.5617198
sstk_image_1343142038,16:9,5,1.028131,1.0092611999999999
sstk_image_1343142038,1:1,5,1.037497,-0.9813304
sstk_image_1343142038,3:4,5,-1.266437,-3.1473486
sstk_image_1343142038,4:3,5,1.056397,1.0241608
sstk_image_1343142038,9:16,5,-4.327565,-6.4576899999999995
sstk_image_1349650439,16:9,5,-1.501023,-2.7503342
sstk_image_1349650439,1:1,5,-0.848574,-5.3560092
sstk_image_1349650439,3:4,5,-3.185031,-7.4911654
sstk_image_1349650439,4:3,5,-0.842538,-3.1409374
sstk_image_1349650439,9:16,5,-6.7982,-10.702639399999999
sstk_image_1352962802,16:9,5,-0.878793,-1.6666868000000001
sstk_image_1352962802,1:1,5,-0.878226,-1.1556742
sstk_image_1352962802,3:4,5,-0.893024,-2.058104
sstk_image_1352962802,4:3,5,-0.862899,-1.4937326
sstk_image_1352962802,9:16,5,-1.346728,-3.3170152
sstk_image_1358597198,16:9,5,1.05603,-0.9902554
sstk_image_1358597198,1:1,5,1.052916,0.7211024
sstk_image_1358597198,3:4,5,1.007412,-0.21549139999999997
sstk_image_1358597198,4:3,5,1.069684,1.0250708
sstk_image_1358597198,9:16,5,0.975364,-2.7296304
sstk_image_1360803269,16:9,5,-1.020783,-1.4274294
sstk_image_1360803269,1:1,5,-0.893163,-1.3324783999999998
sstk_image_1360803269,3:4,5,-0.871688,-1.6032368
sstk_image_1360803269,4:3,5,-0.94237,-1.3703326
sstk_image_1360803269,9:16,5,-0.875004,-1.9448438
sstk_image_137051318,16:9,5,1.052468,1.0339582
sstk_image_137051318,1:1,5,1.046675,-1.3348787999999998
sstk_image_137051318,3:4,5,-1.651347,-4.2695214
sstk_image_137051318,4:3,5,1.069881,0.72337
sstk_image_137051318,9:16,5,-4.795524,-8.0496988
sstk_image_1385377421,16:9,5,-0.796277,-1.5664738
sstk_image_1385377421,1:1,5,1.069333,0.1290124
sstk_image_1385377421,3:4,5,-1.705038,-5.5962648
sstk_image_1385377421,4:3,5,1.092084,0.6997869999999999
sstk_image_1385377421,9:16,5,-4.944211,-10.6470764
sstk_image_1386006599,16:9,5,-2.470088,-2.8818252
sstk_image_1386006599,1:1,5,-5.160117,-5.9284832000000005
sstk_image_1386006599,3:4,5,-9.468833,-11.3867802
sstk_image_1386006599,4:3,5,-1.905108,-2.237268
sstk_image_1386006599,9:16,5,-15.10321,-16.9834438
sstk_image_13861606,16:9,5,1.056304,-0.9409262
sstk_image_13861606,1:1,5,1.055267,-0.2347438
sstk_image_13861606,3:4,5,1.029866,-2.2372714
sstk_image_13861606,4:3,5,1.095819,-0.08919099999999998
sstk_image_13861606,9:16,5,-1.477448,-5.3474044
sstk_image_138970337,16:9,5,-2.505001,-4.3798960000000005
sstk_image_138970337,1:1,5,1.132301,1.104016
sstk_image_138970337,3:4,5,1.085847,1.0493038000000001
sstk_image_138970337,4:3,5,1.0788,-1.5746098
sstk_image_138970337,9:16,5,1.047208,0.5670824
sstk_image_1393018151,16:9,5,1.092614,1.0499817999999999
sstk_image_1393018151,1:1,5,1.077915,1.051273
sstk_image_1393018151,3:4,5,1.064992,1.0504495999999999
sstk_image_1393018151,4:3,5,1.082898,1.0542166
sstk_image_1393018151,9:16,5,1.035585,1.0005266
sstk_image_139509770,16:9,5,-1.338232,-6.3991012
sstk_image_139509770,1:1,5,-5.268222,-8.1731978
sstk_image_139509770,3:4,5,-9.560031,-12.4443508
sstk_image_139509770,4:3,5,-2.013815,-7.279558199999999
sstk_image_139509770,9:16,5,-15.229824,-19.5015562
sstk_image_1408812920,16:9,3,-10.439489,-10.448455000000001
sstk_image_1408812920,1:1,5,-1.930255,-2.45302
sstk_image_1408812920,3:4,5,-5.42436,-6.5905818
sstk_image_1408812920,4:3,5,-1.342353,-2.1719136
sstk_image_1408812920,9:16,5,-10.46566,-15.503947400000001
sstk_image_141222145,16:9,5,-6.955504,-8.0907256
sstk_image_141222145,1:1,5,-8.735563,-10.743224399999999
sstk_image_141222145,3:4,5,-13.453441,-17.867719
sstk_image_141222145,4:3,3,-1.425536,-1.7869046666666668
sstk_image_141222145,9:16,5,-19.802826,-23.9253616
sstk_image_1432622789,16:9,5,1.089286,0.05607199999999999
sstk_image_1432622789,1:1,5,1.062131,0.5295846
sstk_image_1432622789,3:4,5,1.04934,0.08080720000000001
sstk_image_1432622789,4:3,5,1.092232,0.5488166
sstk_image_1432622789,9:16,5,0.978467,-3.8974224
sstk_image_1433938418,16:9,5,-2.48935,-3.3275460000000003
sstk_image_1433938418,1:1,5,-5.119203,-8.8486172
sstk_image_1433938418,3:4,5,-9.467329,-12.7847946
sstk_image_1433938418,4:3,5,-1.89171,-3.2035482
sstk_image_1433938418,9:16,5,-15.136267,-19.0493766
sstk_image_1438381256,16:9,5,-4.592054,-6.812200200000001
sstk_image_1438381256,1:1,5,-1.502357,-4.9801406
sstk_image_1438381256,3:4,5,-1.529208,-3.1103446000000003
sstk_image_1438381256,4:3,5,-1.4709,-4.1904616
sstk_image_1438381256,9:16,5,-4.723461,-5.5272936
sstk_image_1440412796,16:9,5,-2.551035,-5.691069799999999
sstk_image_1440412796,1:1,5,-0.904436,-2.3018018
sstk_image_1440412796,3:4,5,-0.978741,-2.5422148
sstk_image_1440412796,4:3,5,-0.877714,-2.1799748
sstk_image_1440412796,9:16,5,-1.066561,-3.8258814
sstk_image_1442319950,16:9,5,-2.288297,-9.087491
sstk_image_1442319950,1:1,5,-5.39839,-8.2464308
sstk_image_1442319950,3:4,5,-9.747117,-13.248835
sstk_image_1442319950,4:3,5,-2.089454,-6.158295
sstk_image_1442319950,9:16,5,-15.486255,-19.7045492
sstk_image_1445944226,16:9,5,-7.000438,-9.5442408
sstk_image_1445944226,1:1,3,-0.974351,-0.9811546666666667
sstk_image_1445944226,3:4,5,-5.970996,-10.7416892
sstk_image_1445944226,4:3,4,-0.955295,-0.9602185
sstk_image_1445944226,9:16,5,-10.447917,-14.623200800000001
sstk_image_1470239924,16:9,5,-23.073547,-31.694514000000005
sstk_image_1470239924,1:1,5,-12.720246,-19.5016176
sstk_image_1470239924,3:4,5,-7.138126,-10.3118202
sstk_image_1470239924,4:3,5,-17.402834,-25.237917
sstk_image_1470239924,9:16,5,-8.575429,-10.3521754
sstk_image_148082888,16:9,5,-20.639442,-29.954874
sstk_image_148082888,1:1,5,-9.257415,-13.9018398
sstk_image_148082888,3:4,2,-1.64983,-1.86348
sstk_image_148082888,4:3,5,-15.065227,-22.5698146
sstk_image_148082888,9:16,5,-6.567186,-7.3399166
sstk_image_1483883669,16:9,5,-4.673167,-11.586495199999998
sstk_image_1483883669,1:1,5,-1.062841,-1.1276134
sstk_image_1483883669,3:4,5,-1.14511,-1.8490806
sstk_image_1483883669,4:3,5,-1.026608,-1.0326511999999999
sstk_image_1483883669,9:16,5,-0.907151,-0.9259892000000001
sstk_image_148859447,16:9,5,-15.642432,-18.932853
sstk_image_148859447,1:1,5,-5.484321,-7.5284368
sstk_image_148859447,3:4,4,-1.706875,-2.01022825
sstk_image_148859447,4:3,5,-9.561853,-11.694770799999999
sstk_image_148859447,9:16,5,-1.700661,-2.6935706
sstk_image_1490644682,16:9,3,-41.527355,-41.77773533333333
sstk_image_1490644682,1:1,5,-10.080705,-17.3140126
sstk_image_1490644682,3:4,4,-2.294222,-3.0153257499999997
sstk_image_1490644682,4:3,2,-20.113813,-21.99315
sstk_image_1490644682,9:16,5,-0.649132,-1.8997702
sstk_image_150109370,16:9,5,-23.389549,-29.692687999999997
sstk_image_150109370,1:1,5,-10.98758,-13.1844862
sstk_image_150109370,3:4,2,-0.960366,-1.9429835
sstk_image_150109370,4:3,1,-21.255943,-21.255943
sstk_image_150109370,9:16,2,-4.227774,-4.2382365
sstk_image_1503314336,16:9,5,-2.005126,-2.3928336000000003
sstk_image_1503314336,1:1,5,-5.198989,-9.1346652
sstk_image_1503314336,3:4,5,-9.513273,-12.2269882
sstk_image_1503314336,4:3,5,-1.939135,-4.265420600000001
sstk_image_1503314336,9:16,5,-15.126209,-19.3943362
sstk_image_1510191266,16:9,5,-3.799269,-6.8559208
sstk_image_1510191266,1:1,5,-1.025802,-1.452539
sstk_image_1510191266,3:4,3,-2.092641,-2.719882666666667
sstk_image_1510191266,4:3,3,-1.023226,-1.0315866666666667
sstk_image_1510191266,9:16,5,-9.876573,-14.4048102
sstk_image_1523494808,16:9,2,0.95805,-1.1548304999999999
sstk_image_1523494808,1:1,5,1.044972,0.9801359999999999
sstk_image_1523494808,3:4,5,1.062872,1.012439
sstk_image_1523494808,4:3,5,1.005938,-1.620505
sstk_image_1523494808,9:16,5,1.009914,0.9769626
sstk_image_1527204620,16:9,5,-0.834123,-2.4888698000000002
sstk_image_1527204620,1:1,5,-0.846281,-1.8671982
sstk_image_1527204620,3:4,5,-0.932731,-3.1147718
sstk_image_1527204620,4:3,5,-0.814473,-2.251969
sstk_image_1527204620,9:16,5,-0.970939,-5.2801792
sstk_image_1528364276,16:9,5,-5.948418,-8.5586864
sstk_image_1528364276,1:1,4,-0.750031,-2.0945840000000002
sstk_image_1528364276,3:4,5,-5.448598,-10.826245799999999
sstk_image_1528364276,4:3,5,-0.726775,-0.9402396
sstk_image_1528364276,9:16,5,-9.576568,-13.8281318
sstk_image_1531524239,16:9,5,-0.911234,-3.6852069999999997
sstk_image_1531524239,1:1,5,-0.847749,-4.2669458
sstk_image_1531524239,3:4,5,-4.269072,-7.4519492
sstk_image_1531524239,4:3,5,-1.135954,-2.3551132
sstk_image_1531524239,9:16,5,-9.660039,-11.5383476
sstk_image_1533994931,16:9,5,-0.881259,-2.3565242
sstk_image_1533994931,1:1,5,0.983176,0.9747912
sstk_image_1533994931,3:4,5,1.016911,0.9925919999999999
sstk_image_1533994931,4:3,5,0.930314,0.91253
sstk_image_1533994931,9:16,5,0.99362,0.9707562
sstk_image_154906778,16:9,5,1.093516,1.0648708
sstk_image_154906778,1:1,5,1.061052,1.048248
sstk_image_154906778,3:4,5,1.069264,0.4305228
sstk_image_154906778,4:3,5,1.086678,1.0610979999999999
sstk_image_154906778,9:16,5,1.035271,-2.2593816
sstk_image_1550297891,16:9,5,-0.86445,-1.7297112
sstk_image_1550297891,1:1,5,-0.865437,-2.5260196
sstk_image_1550297891,3:4,5,-0.900822,-4.3229762
sstk_image_1550297891,4:3,5,-0.846624,-1.3718864
sstk_image_1550297891,9:16,5,-2.753002,-8.1632578
sstk_image_1555543013,16:9,1,-3.480046,-3.480046
sstk_image_1555543013,1:1,5,-2.291351,-3.6354012000000004
sstk_image_1555543013,3:4,5,-6.663922,-7.946118199999999
sstk_image_1555543013,4:3,5,-0.834566,-1.6808599999999998
sstk_image_1555543013,9:16,5,-11.113858,-13.5304218
sstk_image_1566222097,16:9,5,1.097208,1.0671903999999999
sstk_image_1566222097,1:1,5,1.063649,1.0448556
sstk_image_1566222097,3:4,5,1.033421,0.4851516
sstk_image_1566222097,4:3,5,1.084447,1.0692792
sstk_image_1566222097,9:16,5,0.984812,-4.6428188
sstk_image_1576309747,16:9,5,1.114686,1.1030966
sstk_image_1576309747,1:1,5,1.113439,1.079089
sstk_image_1576309747,3:4,5,1.053966,-1.7117328
sstk_image_1576309747,4:3,5,1.142511,1.1035538
sstk_image_1576309747,9:16,5,-1.027486,-4.9467906
sstk_image_1597281646,16:9,5,-2.412731,-3.1677322
sstk_image_1597281646,1:1,5,-5.176195,-6.007807
sstk_image_1597281646,3:4,5,-9.444861,-12.170758000000001
sstk_image_1597281646,4:3,5,-1.924082,-2.5404754
sstk_image_1597281646,9:16,5,-15.087923,-18.9907218
sstk_image_159891080,16:9,5,-2.997721,-3.9632554
sstk_image_159891080,1:1,5,-0.804378,-3.0993954
sstk_image_159891080,3:4,5,-0.874753,-3.0538060000000002
sstk_image_159891080,4:3,5,-1.268009,-2.3643549999999998
sstk_image_159891080,9:16,1,-2.23254,-2.23254
sstk_image_1613918794,16:9,1,-20.148532,-20.148532
sstk_image_1613918794,1:1,5,-4.960021,-9.2931312
sstk_image_1613918794,3:4,5,-1.776216,-6.297659
sstk_image_1613918794,4:3,5,-11.480507,-12.737450599999999
sstk_image_1613918794,9:16,5,-0.753065,-0.9011469999999999
sstk_image_1618262308,16:9,5,-0.366516,-2.3167062
sstk_image_1618262308,1:1,5,1.046818,-1.8427396000000003
sstk_image_1618262308,3:4,5,0.988377,-2.5104172
sstk_image_1618262308,4:3,5,-0.392393,-1.3089392
sstk_image_1618262308,9:16,5,0.913668,-4.3884346
sstk_image_1620013807,16:9,5,0.955663,0.9136206
sstk_image_1620013807,1:1,5,1.053059,1.0084446
sstk_image_1620013807,3:4,5,1.084617,0.9982726
sstk_image_1620013807,4:3,5,0.99613,0.9524464
sstk_image_1620013807,9:16,5,1.078617,0.9975948000000001
sstk_image_1627438084,16:9,5,1.069114,0.3852475999999999
sstk_image_1627438084,1:1,5,1.094279,-0.02366600000000001
sstk_image_1627438084,3:4,5,1.030088,-2.2385196
sstk_image_1627438084,4:3,5,1.093285,0.7251508
sstk_image_1627438084,9:16,5,-1.711291,-5.0046526
sstk_image_1630167718,16:9,5,-1.506012,-3.7405844000000004
sstk_image_1630167718,1:1,5,-1.510528,-3.001351
sstk_image_1630167718,3:4,5,-1.650722,-6.837487
sstk_image_1630167718,4:3,5,-1.454286,-2.711213
sstk_image_1630167718,9:16,5,-3.788153,-8.5095902
sstk_image_1644420205,16:9,5,-9.971803,-13.389594800000001
sstk_image_1644420205,1:1,5,-2.21062,-3.7476996
sstk_image_1644420205,3:4,5,-0.493616,-0.8794261999999999
sstk_image_1644420205,4:3,5,-5.549658,-7.296244199999999
sstk_image_1644420205,9:16,5,-0.467868,-1.0380062
sstk_image_1648192114,16:9,5,-1.158772,-2.7251043999999998
sstk_image_1648192114,1:1,5,-0.867179,-2.7306284
sstk_image_1648192114,3:4,5,-0.897905,-4.070100399999999
sstk_image_1648192114,4:3,5,-0.845815,-1.3031738000000002
sstk_image_1648192114,9:16,5,-3.781804,-8.1846172
sstk_image_1649234749,16:9,5,-22.971732,-30.3934306
sstk_image_1649234749,1:1,5,-11.830158,-17.547007400000002
sstk_image_1649234749,3:4,2,-4.275476,-5.000903
sstk_image_1649234749,4:3,5,-17.334226,-24.6411302
sstk_image_1649234749,9:16,5,-8.404366,-10.3263004
sstk_image_1657872124,16:9,5,1.094198,1.0886445999999999
sstk_image_1657872124,1:1,5,1.098722,1.0736204
sstk_image_1657872124,3:4,5,1.0559,-2.5176084
sstk_image_1657872124,4:3,5,1.110044,1.081458
sstk_image_1657872124,9:16,5,-1.372628,-4.4594938
sstk_image_1668376156,16:9,5,-0.853772,-3.9099519999999997
sstk_image_1668376156,1:1,5,-0.801668,-1.658286
sstk_image_1668376156,3:4,5,-0.847483,-1.708605
sstk_image_1668376156,4:3,5,-0.797647,-1.7839231999999998
sstk_image_1668376156,9:16,5,-0.87497,-2.8357374
sstk_image_167946659,16:9,5,-7.322871,-7.9527328
sstk_image_167946659,1:1,5,-1.246069,-2.8280356
sstk_image_167946659,3:4,5,-4.416463,-4.7849835999999994
sstk_image_167946659,4:3,5,-2.772666,-4.298393
sstk_image_167946659,9:16,5,-10.656241,-13.603912
sstk_image_1681704610,16:9,5,-0.870781,-0.9259700000000001
sstk_image_1681704610,1:1,5,-5.177866,-7.2785354
sstk_image_1681704610,3:4,5,-9.491482,-11.0913026
sstk_image_1681704610,4:3,5,-1.497357,-3.7256422000000002
sstk_image_1681704610,9:16,5,-14.025574,-16.9402382
sstk_image_1689383674,16:9,5,1.029407,1.0261492
sstk_image_1689383674,1:1,5,1.01963,-0.3175218
sstk_image_1689383674,3:4,5,0.951269,-4.6339548
sstk_image_1689383674,4:3,5,1.047749,1.0139794
sstk_image_1689383674,9:16,5,-1.41512,-3.0228756
sstk_image_1690652533,16:9,5,-5.006467,-8.588568800000001
sstk_image_1690652533,1:1,5,-1.005834,-1.4390724000000001
sstk_image_1690652533,3:4,5,-1.096245,-4.992946399999999
sstk_image_1690652533,4:3,5,-1.793057,-3.576246
sstk_image_1690652533,9:16,5,-4.13046,-8.3844542
sstk_image_1691638039,16:9,5,-0.660768,-2.0894719999999998
sstk_image_1691638039,1:1,5,-1.96395,-2.8670038
sstk_image_1691638039,3:4,5,-5.251767,-7.8367378
sstk_image_1691638039,4:3,5,1.057457,-0.1886978
sstk_image_1691638039,9:16,5,-9.517715,-12.847159999999999
sstk_image_1709715430,16:9,5,-8.812047,-15.9383286
sstk_image_1709715430,1:1,5,-1.135393,-1.1487432
